complaint_text,domain,officer_id,priority,eta_days
Loudspeakers at Old Bus Stand play music beyond permitted decibel levels daily disturbing residents. Please take urgent action.,noise_pollution,OFF008,Medium,9
Honking near Town Hall school zone is continuous despite no-horn boards. Students cannot concentrate. This is not the first time this has happened.,noise_pollution,OFF008,Low,19
High voltage fluctuation on Brigade Road damaged our appliances. Need compensation and immediate fix. This is not the first time this has happened.,electricity,OFF005,Medium,8
Bus driver on route 9 was drunk and driving rashly. Passengers feared for their lives. Please take urgent action.,transport,OFF007,Low,28
The ambulance service in Krishna Nagar took 2 hours to respond causing a patient's death.,healthcare,OFF006,High,4
Promised amenities in housing scheme at City Hospital were not delivered even after 10 days of possession. We have been suffering for a long time.,housing,OFF010,Low,42
The public telephone booth at City Hospital is completely damaged and non-functional. This is not the first time this has happened.,utilities,OFF002,Low,12
Underground utility cables are exposed on Gandhi Nagar posing serious electrocution risk. This is not the first time this has happened.,utilities,OFF002,Medium,4
My house in Whitefield was flooded due to nearby illegal construction blocking the natural drain. Please take urgent action.,housing,OFF010,Medium,23
New tax levied on Koramangala residents without proper public notification or justification.,taxation,OFF009,High,23
The public toilet at Main Market has been locked for 20 days leaving no facility for residents. Please take urgent action.,sanitation,OFF003,Medium,7
Sewage water is mixing with drinking water pipeline near Sector 14. Very serious health risk.,water_supply,OFF004,High,1
Bar and restaurant on Nehru Street plays loud music past midnight regularly violating rules.,noise_pollution,OFF008,Medium,4
Firecrackers being burst in Sector 4 every night for 28 days causing distress to elderly and children. We have been suffering for a long time.,noise_pollution,OFF008,High,8
Slum demolition in Powai was done without proper notice or rehabilitation arrangements for 7 families.,housing,OFF010,Medium,5
"No sanitation in government hospital at Railway Station. Toilets not cleaned, wards have foul smell.",healthcare,OFF006,Low,7
Sewage water is mixing with drinking water pipeline near Shastri Marg. Very serious health risk.,water_supply,OFF004,Medium,4
The public telephone booth at Town Hall is completely damaged and non-functional. Kindly resolve at the earliest.,utilities,OFF002,High,4
Medical oxygen cylinders at Main Market hospital are empty. ICU patients at risk. Kindly resolve at the earliest.,healthcare,OFF006,High,3
The transformer on MG Road is producing loud sparking sounds since last night. Very dangerous. This is not the first time this has happened.,utilities,OFF002,Low,19
The railway station at Government School has no proper lighting in the parking area causing theft. Kindly resolve at the earliest.,transport,OFF007,Medium,8
My GST registration application has been pending for 26 days without any response.,taxation,OFF009,Medium,14
Multiple utility poles on Rajiv Chowk are leaning and may fall during the next storm.,utilities,OFF002,High,9
A factory near Railway Station is running heavy machinery at night causing unbearable noise pollution. Kindly resolve at the earliest.,noise_pollution,OFF008,High,4
Mosquito breeding in stagnant water near Town Hall due to poor drainage in Salt Lake. This is not the first time this has happened.,sanitation,OFF003,Medium,7
Broken dustbins on Anna Salai are causing litter to spread across the road and nearby shops. Please take urgent action.,sanitation,OFF003,Medium,9
Construction of building on Brigade Road is illegal as it violates floor space index regulations. Kindly resolve at the earliest.,housing,OFF010,Medium,33
The borewell at Railway Station has dried up leaving the community with no water source.,water_supply,OFF004,High,1
Internet and cable services have been disrupted in Koramangala for 20 days affecting work from home. This is not the first time this has happened.,utilities,OFF002,Medium,14
Underground utility cables are exposed on Nehru Street posing serious electrocution risk. Please take urgent action.,utilities,OFF002,High,4
Bus route 6 has been cancelled for 30 days. Thousands of commuters stranded daily. We have been suffering for a long time.,transport,OFF007,Medium,15
Stray dogs are feeding on garbage dumped near Anna Salai creating health and safety risks.,sanitation,OFF003,Medium,9
The housing society at Central Park is denying flat possession despite full payment 21 days ago.,housing,OFF010,Medium,42
Sewage water is mixing with drinking water pipeline near Sector 14. Very serious health risk. Kindly resolve at the earliest.,water_supply,OFF004,Medium,10
Illegal DJ parties in open ground near Main Market till 3am disturbing entire neighbourhood. Please take urgent action.,noise_pollution,OFF008,Low,19
The municipal wifi hotspot at Central Park has not been working for 25 days.,utilities,OFF002,Medium,4
URGENT: The vaccination camp scheduled at Town Hall was cancelled without notice for 17 weeks.,healthcare,OFF006,High,1
URGENT: Speed breakers on Gandhi Nagar have been damaged and are not visible causing accidents at night.,infrastructure,OFF001,High,6
The public park benches at City Hospital are broken and unsafe for children and senior citizens.,infrastructure,OFF001,Medium,12
Unhygienic food being sold near City Hospital hospital. Multiple food poisoning cases reported. Please take urgent action.,healthcare,OFF006,Medium,1
A factory near Municipal Office is running heavy machinery at night causing unbearable noise pollution. This is not the first time this has happened.,noise_pollution,OFF008,Medium,2
Tax deducted twice for Ward 7 property this quarter. Requesting refund of excess amount. Please take urgent action.,taxation,OFF009,Medium,41
No water supply in Powai for 26 days. Residents are buying expensive tankers just to survive. Please take urgent action.,water_supply,OFF004,Medium,10
Doctor at Post Office clinic demanding extra cash for treatments covered under government scheme.,healthcare,OFF006,High,4
Construction of building on Brigade Road is illegal as it violates floor space index regulations. This is not the first time this has happened.,housing,OFF010,Medium,26
The public toilet at Old Bus Stand has been locked for 11 days leaving no facility for residents. This is not the first time this has happened.,sanitation,OFF003,High,1
Fake medical practitioners operating clinic on Lal Bagh Road without valid license. Please take urgent action.,healthcare,OFF006,High,1
URGENT: Doctor at City Hospital clinic demanding extra cash for treatments covered under government scheme.,healthcare,OFF006,High,3
Road tax was paid 14 days ago but vehicle registration portal shows as pending. Kindly resolve at the earliest.,taxation,OFF009,Low,62
Doctor at Town Hall clinic demanding extra cash for treatments covered under government scheme.,healthcare,OFF006,High,1
Fake medical practitioners operating clinic on MG Road without valid license. Please take urgent action.,healthcare,OFF006,High,1
Rental agreement disputes in Krishna Nagar — landlord has locked the property illegally during tenancy. Kindly resolve at the earliest.,housing,OFF010,Medium,32
Construction of building on Brigade Road is illegal as it violates floor space index regulations. We have been suffering for a long time.,housing,OFF010,Medium,14
Bus route 18 has been cancelled for 26 days. Thousands of commuters stranded daily. Please take urgent action.,transport,OFF007,Medium,19
Expired medicines are being distributed at the health centre near Gomti Nagar. Serious negligence.,healthcare,OFF006,Medium,2
New tax levied on Krishna Nagar residents without proper public notification or justification. We have been suffering for a long time.,taxation,OFF009,High,19
Dangling live electric wire on Brigade Road near District Court is a life-threatening hazard. Kindly resolve at the earliest.,electricity,OFF005,Low,1
Expired medicines are being distributed at the health centre near Powai. Serious negligence.,healthcare,OFF006,Low,1
The electric meter box outside Government School is open and exposed to rain. Very dangerous. This is not the first time this has happened.,electricity,OFF005,Medium,8
Electricity bill for Sector 4 is three times higher than usual without any increase in usage.,electricity,OFF005,Medium,3
Road tax was paid 20 days ago but vehicle registration portal shows as pending.,taxation,OFF009,Medium,17
Repeated tripping of main supply in Ward 7 causing power cuts 2 times a day.,electricity,OFF005,Medium,7
E-rickshaw operators in Whitefield are overloading passengers dangerously beyond capacity. We have been suffering for a long time.,transport,OFF007,High,3
Slum demolition in Gomti Nagar was done without proper notice or rehabilitation arrangements for 4 families.,housing,OFF010,High,3
Electricity bill for Powai is three times higher than usual without any increase in usage. We have been suffering for a long time.,electricity,OFF005,High,1
The public park benches at Old Bus Stand are broken and unsafe for children and senior citizens. We have been suffering for a long time.,infrastructure,OFF001,High,3
My GST registration application has been pending for 6 days without any response. We have been suffering for a long time.,taxation,OFF009,Low,36
Dangling live electric wire on MG Road near Old Bus Stand is a life-threatening hazard.,electricity,OFF005,High,5
Bus driver on route 13 was drunk and driving rashly. Passengers feared for their lives. This is not the first time this has happened.,transport,OFF007,Medium,12
Loudspeakers at District Court play music beyond permitted decibel levels daily disturbing residents. Kindly resolve at the earliest.,noise_pollution,OFF008,Medium,13
Loudspeakers at Town Hall play music beyond permitted decibel levels daily disturbing residents. We have been suffering for a long time.,noise_pollution,OFF008,High,7
Property tax amount for Andheri West is higher than neighbouring properties of same size without reason. Kindly resolve at the earliest.,taxation,OFF009,High,25
The public telephone booth at District Court is completely damaged and non-functional. We have been suffering for a long time.,utilities,OFF002,Medium,11
Water meter readings in Koramangala are incorrect. Getting bills for double the actual usage. Please take urgent action.,water_supply,OFF004,Low,18
No bus shelter on Lal Bagh Road causing hardship for commuters in rain and extreme heat. Kindly resolve at the earliest.,transport,OFF007,High,7
Firecrackers being burst in Salt Lake every night for 23 days causing distress to elderly and children. We have been suffering for a long time.,noise_pollution,OFF008,High,8
Water coming from taps in Sector 4 is brownish and smells bad. Definitely contaminated. This is not the first time this has happened.,water_supply,OFF004,High,3
URGENT: The railway station at Post Office has no proper lighting in the parking area causing theft.,transport,OFF007,High,10
URGENT: Encroachment on public land near Gandhi Nagar has reduced the road width to dangerous levels.,housing,OFF010,High,27
Received property tax notice for Whitefield property with incorrect assessment value. Need correction.,taxation,OFF009,Low,28
Medical oxygen cylinders at Municipal Office hospital are empty. ICU patients at risk. Please take urgent action.,healthcare,OFF006,High,3
Medical oxygen cylinders at Town Hall hospital are empty. ICU patients at risk. This is not the first time this has happened.,healthcare,OFF006,High,2
Property tax amount for Banjara Hills is higher than neighbouring properties of same size without reason.,taxation,OFF009,Medium,25
Potholes on the main highway near Railway Station causing frequent accidents and vehicle damage.,transport,OFF007,Medium,13
Medical oxygen cylinders at Town Hall hospital are empty. ICU patients at risk. This is not the first time this has happened.,healthcare,OFF006,Medium,6
The public park benches at Post Office are broken and unsafe for children and senior citizens. Kindly resolve at the earliest.,infrastructure,OFF001,Medium,22
The pedestrian crossing near Railway Station school has no zebra markings. Children in danger. Please take urgent action.,transport,OFF007,Medium,15
A burst pipe on Nehru Street has been flooding the road for 4 days. No repair work started. Please take urgent action.,water_supply,OFF004,Low,1
Power outage in Salt Lake for 2 days. Medicines in refrigerators are spoiling. Elderly patients suffering.,electricity,OFF005,Medium,2
Road tax was paid 6 days ago but vehicle registration portal shows as pending. Kindly resolve at the earliest.,taxation,OFF009,Low,56
Property tax amount for Banjara Hills is higher than neighbouring properties of same size without reason.,taxation,OFF009,Medium,16
Firecrackers being burst in Koramangala every night for 6 days causing distress to elderly and children. Please take urgent action.,noise_pollution,OFF008,Low,15
Auto rickshaw drivers in Andheri West are refusing to go by meter and overcharging passengers. Please take urgent action.,transport,OFF007,Medium,10
The municipal wifi hotspot at Town Hall has not been working for 10 days. Kindly resolve at the earliest.,utilities,OFF002,High,4
URGENT: The public telephone booth at Town Hall is completely damaged and non-functional.,utilities,OFF002,High,1
Received property tax notice for Andheri West property with incorrect assessment value. Need correction. This is not the first time this has happened.,taxation,OFF009,Low,18
A large pothole on Anna Salai near Government School caused my vehicle to break down. This has been reported 19 times before.,infrastructure,OFF001,High,14
Road tax was paid 16 days ago but vehicle registration portal shows as pending. We have been suffering for a long time.,taxation,OFF009,Medium,18
The public telephone booth at Post Office is completely damaged and non-functional.,utilities,OFF002,High,8
The borewell at Main Market has dried up leaving the community with no water source. This is not the first time this has happened.,water_supply,OFF004,Medium,3
The public toilet at Government School has been locked for 2 days leaving no facility for residents.,sanitation,OFF003,Low,9
No water supply in Sector 4 for 11 days. Residents are buying expensive tankers just to survive. Kindly resolve at the earliest.,water_supply,OFF004,Medium,6
Sewage water is mixing with drinking water pipeline near Gandhi Nagar. Very serious health risk. This is not the first time this has happened.,water_supply,OFF004,High,6
Repeated tripping of main supply in Banjara Hills causing power cuts 11 times a day.,electricity,OFF005,High,3
Promised amenities in housing scheme at District Court were not delivered even after 1 days of possession. Please take urgent action.,housing,OFF010,Low,18
URGENT: Dengue outbreak in Gomti Nagar - 17 cases confirmed. No fumigation or awareness drive started.,healthcare,OFF006,High,1
Power outage in Salt Lake for 26 days. Medicines in refrigerators are spoiling. Elderly patients suffering.,electricity,OFF005,Low,1
The public park benches at Municipal Office are broken and unsafe for children and senior citizens.,infrastructure,OFF001,Low,23
Speed breakers on Shastri Marg have been damaged and are not visible causing accidents at night. This is not the first time this has happened.,infrastructure,OFF001,Medium,20
Property tax amount for Powai is higher than neighbouring properties of same size without reason. This is not the first time this has happened.,taxation,OFF009,High,10
Illegal electricity connections tapped from main line on Nehru Street causing frequent outages. Kindly resolve at the earliest.,electricity,OFF005,High,4
Water coming from taps in Powai is brownish and smells bad. Definitely contaminated.,water_supply,OFF004,Low,4
Multiple utility poles on Nehru Street are leaning and may fall during the next storm. This is not the first time this has happened.,utilities,OFF002,Medium,1
The pedestrian crossing near Central Park school has no zebra markings. Children in danger. Kindly resolve at the earliest.,transport,OFF007,High,2
Street vendor electricity connections on MG Road are illegally tapped causing overload issues.,utilities,OFF002,High,6
The pedestrian crossing near Railway Station school has no zebra markings. Children in danger. This is not the first time this has happened.,transport,OFF007,Low,11
New tax levied on Salt Lake residents without proper public notification or justification.,taxation,OFF009,Medium,31
A factory near Central Park is running heavy machinery at night causing unbearable noise pollution. This is not the first time this has happened.,noise_pollution,OFF008,High,8
Open defecation is happening near Municipal Office due to lack of public toilets. Urgent action needed.,sanitation,OFF003,High,1
The government hospital at Central Park does not have doctors available for 26 days. Patients suffering. This is not the first time this has happened.,healthcare,OFF006,High,1
Open defecation is happening near Railway Station due to lack of public toilets. Urgent action needed.,sanitation,OFF003,Medium,4
My GST registration application has been pending for 8 days without any response.,taxation,OFF009,Medium,41
URGENT: A burst pipe on Brigade Road has been flooding the road for 22 days. No repair work started.,water_supply,OFF004,High,4
Traffic signal at Shastri Marg junction has been non-functional for 5 days causing accidents. This is not the first time this has happened.,transport,OFF007,Medium,3
Illegal dumping of construction waste at Post Office is blocking the road and causing stench. Kindly resolve at the earliest.,sanitation,OFF003,Medium,1
Property tax amount for Powai is higher than neighbouring properties of same size without reason.,taxation,OFF009,Low,21
URGENT: Street vendor electricity connections on Gandhi Nagar are illegally tapped causing overload issues.,utilities,OFF002,High,5
Internet and cable services have been disrupted in Gomti Nagar for 26 days affecting work from home.,utilities,OFF002,Medium,13
Potholes on the main highway near Old Bus Stand causing frequent accidents and vehicle damage. We have been suffering for a long time.,transport,OFF007,Medium,4
The water pipeline on Shastri Marg is leaking heavily causing waterlogging and water wastage. Please take urgent action.,water_supply,OFF004,High,7
The vaccination camp scheduled at Railway Station was cancelled without notice for 10 weeks. Kindly resolve at the earliest.,healthcare,OFF006,High,3
Common areas in government housing at Municipal Office are being illegally encroached upon. Please take urgent action.,housing,OFF010,Medium,32
The substation on MG Road is making loud humming noise and smells of burning for 7 days. We have been suffering for a long time.,electricity,OFF005,Medium,8
Tax deducted twice for Salt Lake property this quarter. Requesting refund of excess amount.,taxation,OFF009,Medium,14
My GST registration application has been pending for 15 days without any response. Please take urgent action.,taxation,OFF009,Low,54
Rental agreement disputes in Ward 7 — landlord has locked the property illegally during tenancy. Please take urgent action.,housing,OFF010,Low,46
Gas pipeline leak detected near Civil Lines. Strong smell of gas in the area since 8 hours. This is not the first time this has happened.,utilities,OFF002,Medium,12
The road on Brigade Road has large potholes that have been causing accidents for 3 days. Several vehicles have been damaged. We have been suffering for a long time.,infrastructure,OFF001,Medium,10
The pedestrian crossing near District Court school has no zebra markings. Children in danger. Kindly resolve at the earliest.,transport,OFF007,High,11
Illegal electricity connections tapped from main line on Gandhi Nagar causing frequent outages. We have been suffering for a long time.,electricity,OFF005,High,4
The housing society at City Hospital is denying flat possession despite full payment 18 days ago. We have been suffering for a long time.,housing,OFF010,Low,53
The footpath on Civil Lines is completely broken and dangerous for pedestrians especially elderly people. We have been suffering for a long time.,infrastructure,OFF001,High,15
Bar and restaurant on Gandhi Nagar plays loud music past midnight regularly violating rules. Kindly resolve at the earliest.,noise_pollution,OFF008,Medium,9
The substation on Nehru Street is making loud humming noise and smells of burning for 9 days.,electricity,OFF005,Medium,7
Traffic signal at Sector 14 junction has been non-functional for 11 days causing accidents. This is not the first time this has happened.,transport,OFF007,High,3
Stray dogs are feeding on garbage dumped near Sector 14 creating health and safety risks. This is not the first time this has happened.,sanitation,OFF003,Medium,4
The bridge near Old Bus Stand is showing cracks and looks structurally unsafe. Immediate inspection required. We have been suffering for a long time.,infrastructure,OFF001,High,13
Illegal dumping of construction waste at Municipal Office is blocking the road and causing stench. Please take urgent action.,sanitation,OFF003,Low,9
The ambulance service in Ward 7 took 11 hours to respond causing a patient's death. Please take urgent action.,healthcare,OFF006,Medium,3
The borewell at City Hospital has dried up leaving the community with no water source. Please take urgent action.,water_supply,OFF004,High,4
Gas pipeline leak detected near Gandhi Nagar. Strong smell of gas in the area since 22 hours. We have been suffering for a long time.,utilities,OFF002,High,4
Loudspeakers at Town Hall play music beyond permitted decibel levels daily disturbing residents.,noise_pollution,OFF008,High,1
URGENT: Speed breakers on Nehru Street have been damaged and are not visible causing accidents at night.,infrastructure,OFF001,High,18
"No sanitation in government hospital at Main Market. Toilets not cleaned, wards have foul smell.",healthcare,OFF006,High,1
Government housing allotted to someone else despite my name on the official list for Koramangala. This is not the first time this has happened.,housing,OFF010,Low,72
Bus route 17 has been cancelled for 15 days. Thousands of commuters stranded daily. We have been suffering for a long time.,transport,OFF007,Medium,5
High voltage fluctuation on Lal Bagh Road damaged our appliances. Need compensation and immediate fix.,electricity,OFF005,High,4
Building near Railway Station is under construction without valid permits blocking emergency exit roads. Please take urgent action.,housing,OFF010,Low,75
Fake medical practitioners operating clinic on Shastri Marg without valid license. Please take urgent action.,healthcare,OFF006,High,3
Bar and restaurant on Anna Salai plays loud music past midnight regularly violating rules. Please take urgent action.,noise_pollution,OFF008,Low,15
Internet and cable services have been disrupted in Powai for 25 days affecting work from home.,utilities,OFF002,Medium,15
Tax exemption for senior citizen in Andheri West was removed without notice or reason this year.,taxation,OFF009,Medium,34
"No sanitation in government hospital at Main Market. Toilets not cleaned, wards have foul smell. This is not the first time this has happened.",healthcare,OFF006,High,2
The substation on Lal Bagh Road is making loud humming noise and smells of burning for 23 days.,electricity,OFF005,High,1
Slum demolition in Powai was done without proper notice or rehabilitation arrangements for 19 families. We have been suffering for a long time.,housing,OFF010,Low,71
Water meter readings in Ward 7 are incorrect. Getting bills for double the actual usage. We have been suffering for a long time.,water_supply,OFF004,Medium,7
Bar and restaurant on Lal Bagh Road plays loud music past midnight regularly violating rules. This is not the first time this has happened.,noise_pollution,OFF008,Low,5
Illegal parking of commercial vehicles on Anna Salai blocks traffic for hours every day. Kindly resolve at the earliest.,transport,OFF007,High,2
Garbage has not been collected from Gomti Nagar for 18 days. The smell is unbearable and health hazard.,sanitation,OFF003,Low,11
Flyover construction debris has not been cleared from Rajiv Chowk for 23 days causing major traffic issues. Kindly resolve at the earliest.,infrastructure,OFF001,High,14
No water supply in Krishna Nagar for 20 days. Residents are buying expensive tankers just to survive. This is not the first time this has happened.,water_supply,OFF004,High,6
The sanitation workers in Andheri West have not come for 5 days after the festival. Garbage piling up.,sanitation,OFF003,Medium,10
Bar and restaurant on Nehru Street plays loud music past midnight regularly violating rules. Kindly resolve at the earliest.,noise_pollution,OFF008,Low,8
Water coming from taps in Powai is brownish and smells bad. Definitely contaminated. Please take urgent action.,water_supply,OFF004,High,6
The railway station at City Hospital has no proper lighting in the parking area causing theft. Kindly resolve at the earliest.,transport,OFF007,Medium,4
Broken dustbins on Gandhi Nagar are causing litter to spread across the road and nearby shops.,sanitation,OFF003,Medium,5
Auto rickshaw drivers in Whitefield are refusing to go by meter and overcharging passengers. Please take urgent action.,transport,OFF007,Medium,13
Internet and cable services have been disrupted in Whitefield for 12 days affecting work from home. This is not the first time this has happened.,utilities,OFF002,High,7
Illegal DJ parties in open ground near Railway Station till 3am disturbing entire neighbourhood.,noise_pollution,OFF008,Medium,9
Building near Railway Station is under construction without valid permits blocking emergency exit roads. Kindly resolve at the earliest.,housing,OFF010,Low,68
A large pothole on Brigade Road near City Hospital caused my vehicle to break down. This has been reported 4 times before. We have been suffering for a long time.,infrastructure,OFF001,High,9
Mosquito breeding in stagnant water near Municipal Office due to poor drainage in Whitefield.,sanitation,OFF003,Medium,7
Low water pressure in Koramangala since 17 days. Water does not reach above first floor. Kindly resolve at the earliest.,water_supply,OFF004,Medium,14
Street vendor electricity connections on Gandhi Nagar are illegally tapped causing overload issues. Please take urgent action.,utilities,OFF002,High,6
Received income tax notice with wrong PAN number. My returns are filed but notice not withdrawn. Kindly resolve at the earliest.,taxation,OFF009,Medium,11
URGENT: Rental agreement disputes in Sector 4 — landlord has locked the property illegally during tenancy.,housing,OFF010,High,18
Rental agreement disputes in Salt Lake — landlord has locked the property illegally during tenancy.,housing,OFF010,Low,33
Construction work on Shastri Marg continues all night violating noise pollution norms. No sleep for 2 days. Please take urgent action.,noise_pollution,OFF008,Medium,13
The housing society at Government School is denying flat possession despite full payment 8 days ago. We have been suffering for a long time.,housing,OFF010,High,30
